subject,Classifier,number of sensors,accuracy,logloss,participant
11,QDA,4,96.6062231,0.659126855,Able-bodied
11,LDA,5,96.6485571,0.292331597,Able-bodied
11,RDA,5,96.436887,0.381734742,Able-bodied
11,QDA,5,97.77040849999999,0.560601232,Able-bodied
11,LDA,6,96.8672829,0.29238748,Able-bodied
11,RDA,6,96.8461159,0.355680646,Able-bodied
11,QDA,6,97.79157550000001,0.544499715,Able-bodied
11,LDA,7,97.3400127,0.28556584,Able-bodied
11,RDA,7,97.354124,0.28613215,Able-bodied
11,QDA,7,97.91152190000001,0.550545932,Able-bodied
11,LDA,8,97.31179,0.30126304600000003,Able-bodied
11,RDA,8,97.332957,0.319356105,Able-bodied
11,QDA,8,98.080858,0.558411703,Able-bodied
11,LDA,9,98.165526,0.297240452,Able-bodied
11,RDA,9,98.1514147,0.303583047,Able-bodied
11,QDA,9,97.9820786,0.605690004,Able-bodied
11,LDA,10,98.26430540000001,0.300112731,Able-bodied
11,RDA,10,98.186693,0.32987316,Able-bodied
11,QDA,10,98.01030130000001,0.616370949,Able-bodied
11,LDA,11,98.3348621,0.304523441,Able-bodied
11,RDA,11,98.2008043,0.343430357,Able-bodied
11,QDA,11,97.9679673,0.6376753079999999,Able-bodied
11,LDA,12,98.4548084,0.313514702,Able-bodied
11,RDA,12,98.4548084,0.313514702,Able-bodied
11,QDA,12,98.059691,0.618960802,Able-bodied
11,LDA,13,98.4548084,0.321737845,Able-bodied
11,RDA,13,98.4548084,0.321737845,Able-bodied
11,QDA,13,98.0244126,0.617035853,Able-bodied
11,LDA,14,98.4971425,0.31950401,Able-bodied
11,RDA,14,98.4971425,0.31950401,Able-bodied
11,QDA,14,98.01030130000001,0.63284864,Able-bodied
11,LDA,15,98.4618641,0.328321109,Able-bodied
11,RDA,15,98.4618641,0.328321109,Able-bodied
11,QDA,15,97.94680029999999,0.6721784909999999,Able-bodied
11,LDA,16,98.47597540000001,0.327393002,Able-bodied
11,RDA,16,98.47597540000001,0.327393002,Able-bodied
11,QDA,16,98.0455796,0.633121295,Able-bodied
12,LDA,1,65.8578736,1.0510262,Able-bodied
12,RDA,1,71.0078805,0.8754246440000001,Able-bodied
12,QDA,1,76.4758745,1.137429054,Able-bodied
12,LDA,2,71.85815009999999,0.963652761,Able-bodied
12,RDA,2,73.06097059999999,0.93344718,Able-bodied
12,QDA,2,82.6627955,1.604791689,Able-bodied
12,LDA,3,87.5155537,0.576933874,Able-bodied
12,RDA,3,87.5155537,0.576933874,Able-bodied
12,QDA,3,92.568782,1.4437963569999999,Able-bodied
12,LDA,4,89.1538781,0.5329509379999999,Able-bodied
12,RDA,4,89.1538781,0.5329509379999999,Able-bodied
12,QDA,4,93.1494539,1.562430002,Able-bodied
12,LDA,5,92.13327799999999,0.447328447,Able-bodied
12,RDA,5,92.13327799999999,0.447328447,Able-bodied
12,QDA,5,93.62643440000001,1.668283977,Able-bodied
12,LDA,6,92.9558966,0.42149261299999996,Able-bodied
12,RDA,6,92.9558966,0.42149261299999996,Able-bodied
12,QDA,6,93.9997235,1.647033084,Able-bodied
12,LDA,7,93.74395129999999,0.42475957299999995,Able-bodied
12,RDA,7,93.74395129999999,0.42475957299999995,Able-bodied
12,QDA,7,94.31079770000001,1.634987021,Able-bodied
12,LDA,8,94.40066359999999,0.437263821,Able-bodied
12,RDA,8,94.40066359999999,0.437263821,Able-bodied
12,QDA,8,94.5803954,1.6145182669999998,Able-bodied
12,LDA,9,94.6840868,0.441907595,Able-bodied
12,RDA,9,94.6840868,0.441907595,Able-bodied
12,QDA,9,94.303885,1.68653404,Able-bodied
12,LDA,10,95.1541546,0.419304326,Able-bodied
12,RDA,10,95.28549699999999,0.425081351,Able-bodied
12,QDA,10,94.20019359999999,1.770316901,Able-bodied
12,LDA,11,95.61730959999998,0.40962086700000006,Able-bodied
12,RDA,11,95.61730959999998,0.40962086700000006,Able-bodied
12,QDA,11,94.16562979999999,1.794837311,Able-bodied
12,LDA,12,96.12885390000001,0.404576889,Able-bodied
12,RDA,12,96.12885390000001,0.404576889,Able-bodied
12,QDA,12,94.5181806,1.745146315,Able-bodied
12,LDA,13,96.3362367,0.41608795600000004,Able-bodied
12,RDA,13,96.46066640000001,0.42874703,Able-bodied
12,QDA,13,93.94442140000001,1.9263636519999998,Able-bodied
12,LDA,14,96.6058344,0.421688829,Able-bodied
12,RDA,14,96.63348540000001,0.435765235,Able-bodied
12,QDA,14,94.12415320000001,1.892446878,Able-bodied
12,LDA,15,96.7371768,0.42763332600000004,Able-bodied
12,RDA,15,96.66804920000001,0.45566472700000005,Able-bodied
12,QDA,15,94.1725425,1.903493645,Able-bodied
12,LDA,16,96.7302641,0.433229992,Able-bodied
12,RDA,16,96.68187470000001,0.46400519100000004,Able-bodied
12,QDA,16,94.07576390000001,1.924584784,Able-bodied
20,LDA,1,75.023107,0.80967007,Amputee
20,RDA,1,75.023107,0.80967007,Amputee
20,QDA,1,82.3107003,0.916727966,Amputee
20,LDA,2,81.1233558,0.654842587,Amputee
20,RDA,2,81.15890509999998,0.651881145,Amputee
20,QDA,2,90.40170640000001,0.9649897709999999,Amputee
20,LDA,3,87.813722,0.496523407,Amputee
20,RDA,3,87.813722,0.496523407,Amputee
20,QDA,3,94.3334518,0.9378281079999999,Amputee
20,LDA,4,90.3803768,0.400873631,Amputee
20,RDA,4,90.3803768,0.400873631,Amputee
20,QDA,4,94.1485958,1.422367032,Amputee
20,LDA,5,91.8876644,0.398888313,Amputee
20,RDA,5,91.8876644,0.398888313,Amputee
20,QDA,5,94.1770352,1.5871447969999999,Amputee
20,LDA,6,94.5325276,0.322389421,Amputee
20,RDA,6,94.5325276,0.322389421,Amputee
20,QDA,6,95.0586562,1.350887311,Amputee
20,LDA,7,95.1297547,0.33906624799999996,Amputee
20,RDA,7,95.1297547,0.33906624799999996,Amputee
20,QDA,7,95.3572698,1.281381316,Amputee
20,LDA,8,95.6487736,0.322582833,Amputee
20,RDA,8,95.6487736,0.322582833,Amputee
20,QDA,8,95.7909705,1.19613897,Amputee
20,LDA,9,96.1535727,0.314188914,Amputee
20,RDA,9,96.1535727,0.314188914,Amputee
20,QDA,9,95.535016,1.337133394,Amputee
20,LDA,10,96.4024173,0.306715099,Amputee
20,RDA,10,96.4024173,0.306715099,Amputee
20,QDA,10,95.7483114,1.2294108259999998,Amputee
20,LDA,11,97.0849627,0.301718918,Amputee
20,RDA,11,97.0849627,0.301718918,Amputee
20,QDA,11,96.1251333,1.172425899,Amputee
20,LDA,12,97.3622467,0.311993505,Amputee
20,RDA,12,97.3622467,0.311993505,Amputee
20,QDA,12,96.16068250000001,1.173317817,Amputee
20,LDA,13,97.582652,0.313378135,Amputee
20,RDA,13,97.582652,0.313378135,Amputee
20,QDA,13,96.16779240000001,1.187337956,Amputee
21,LDA,1,77.4509804,0.806793758,Amputee
21,RDA,1,82.1341036,0.651611727,Amputee
21,QDA,1,83.92857140000001,0.9527902859999999,Amputee
21,LDA,2,82.52801120000001,0.698252256,Amputee
21,RDA,2,87.692577,0.532317382,Amputee
21,QDA,2,91.8504902,1.011971054,Amputee
21,LDA,3,87.9551821,0.572658528,Amputee
21,RDA,3,88.37535009999999,0.573139446,Amputee
21,QDA,3,93.0059524,1.121527793,Amputee
21,LDA,4,90.625,0.521824384,Amputee
21,RDA,4,90.625,0.521824384,Amputee
21,QDA,4,94.1088936,1.155869877,Amputee
21,LDA,5,92.4544818,0.48811304899999997,Amputee
21,RDA,5,93.92507,0.46999258,Amputee
21,QDA,5,95.0455182,1.172202839,Amputee
21,LDA,6,92.8221289,0.48322084200000004,Amputee
21,RDA,6,94.5990896,0.488015552,Amputee
21,QDA,6,95.5707283,1.188695736,Amputee
21,LDA,7,94.047619,0.46338112,Amputee
21,RDA,7,95.1593137,0.520742076,Amputee
21,QDA,7,95.59698879999999,1.201665479,Amputee
21,LDA,8,94.7128852,0.442489928,Amputee
21,RDA,8,95.4306723,0.544764649,Amputee
21,QDA,8,95.8595938,1.1836761009999999,Amputee
21,LDA,9,95.1943277,0.443739128,Amputee
21,RDA,9,95.6320028,0.566273376,Amputee
21,QDA,9,95.8595938,1.214391077,Amputee
21,LDA,10,95.4394258,0.448239965,Amputee
21,RDA,10,95.6670168,0.563403964,Amputee
21,QDA,10,95.8245798,1.27495854,Amputee
21,LDA,11,95.5269608,0.454288696,Amputee
21,RDA,11,95.6757703,0.594346026,Amputee
21,QDA,11,95.7545518,1.278780132,Amputee
21,LDA,12,95.8595938,0.45922411700000004,Amputee
21,RDA,12,95.8508403,0.603531018,Amputee
21,QDA,12,95.7633053,1.313791149,Amputee
